2020/08/11, 5959.537413471051
2020/09/04, 200.38007811329408
2020/09/08, 220.7065157674988
2020/09/16, 236.05098340841687
2020/09/18, 265.6438852873325
2020/09/29, 280.9883529282506
2020/10/04, 282.08438633117294
2020/10/08, 312.22530491154794
2020/10/14, 346.01966816833374
2020/10/19, 370.76345256765126
2020/10/24, 423.35091381899474
2020/10/28, 481.1971211954733
2020/11/03, 585.9845571415735
2020/11/08, 720.4977475002752
2020/11/13, 907.9194594000674
2020/11/18, 1071.726633436886
2020/11/23, 1304.7167643915272
2020/11/28, 1565.9048456213604
2020/12/02, 1839.182507416769
2020/12/06, 2083.0042715086274
2020/12/10, 2332.478726391486
2020/12/14, 2571.228436435559
2020/12/17, 2793.827601362489
2020/12/20, 3035.215910339525
2020/12/23, 3261.7294802768947
2020/12/26, 3496.2023404021566
2020/12/30, 3746.7677544592198
2021/01/04, 4003.6159862552595
2021/01/09, 4228.801030855753
2021/01/14, 4411.938248544119
2021/01/19, 4569.567779764465
2021/01/24, 4716.037698155052
2021/01/29, 4873.301884907756
2021/02/03, 4975.100138845884
2021/02/08, 5087.094824744537
2021/02/13, 5182.350091398551
2021/02/18, 5269.0363696297145
2021/02/23, 5340.776737821023
2021/02/28, 5416.502682022958
2021/03/06, 5455.362048126583
2021/03/08, 5499.203384243494
2021/03/17, 5579.0572464564375
2021/03/23, 5644.123356407725
2021/03/27, 5692.835952093181
2021/04/02, 5752.856828919903
2021/04/07, 5807.4627788155185
2021/04/11, 5849.269810510337
2021/04/16, 5876.836711250516
2021/04/22, 5904.7357433249135
2021/04/26, 5897.760985306314
2021/05/01, 5934.876661905289
2021/05/15, 5985.842215141197
2021/05/26, 5991.422021556077
2021/05/30, 5994.245137896938
