location,target,type,quantile,value,forecast_date,target_end_date
HR,2 wk ahead inc case,quantile,0.450,11753.423527327963,2021-03-29,2021-04-10
HR,2 wk ahead inc case,quantile,0.500,12056.428947283595,2021-03-29,2021-04-10
HR,2 wk ahead inc case,quantile,0.550,12359.434367239228,2021-03-29,2021-04-10
HR,2 wk ahead inc case,quantile,0.600,12667.321216874974,2021-03-29,2021-04-10
HR,2 wk ahead inc case,quantile,0.650,12985.546712319,2021-03-29,2021-04-10
HR,2 wk ahead inc case,quantile,0.700,13320.908451560312,2021-03-29,2021-04-10
HR,2 wk ahead inc case,quantile,0.750,13682.81649706562,2021-03-29,2021-04-10
HR,2 wk ahead inc case,quantile,0.800,14085.818267902998,2021-03-29,2021-04-10
HR,2 wk ahead inc case,quantile,0.850,14555.566051088432,2021-03-29,2021-04-10
HR,2 wk ahead inc case,quantile,0.900,15146.616025737301,2021-03-29,2021-04-10
HR,2 wk ahead inc case,quantile,0.950,16022.641123688023,2021-03-29,2021-04-10
HR,2 wk ahead inc case,quantile,0.975,16782.462251052,2021-03-29,2021-04-10
HR,2 wk ahead inc case,quantile,0.990,17665.918517291124,2021-03-29,2021-04-10
HR,3 wk ahead inc case,point,NA,10521.313284314463,2021-03-29,2021-04-17
HR,3 wk ahead inc case,quantile,0.010,-492.99237167270803,2021-03-29,2021-04-17
HR,3 wk ahead inc case,quantile,0.025,1241.6854860208314,2021-03-29,2021-04-17
HR,3 wk ahead inc case,quantile,0.050,2733.6041421156533,2021-03-29,2021-04-17
HR,3 wk ahead inc case,quantile,0.100,4453.690804320183,2021-03-29,2021-04-17
HR,3 wk ahead inc case,quantile,0.150,5614.225109179829,2021-03-29,2021-04-17
HR,3 wk ahead inc case,quantile,0.200,6536.580984996141,2021-03-29,2021-04-17
HR,3 wk ahead inc case,quantile,0.250,7327.880198322073,2021-03-29,2021-04-17
HR,3 wk ahead inc case,quantile,0.300,8038.491348019072,2021-03-29,2021-04-17
HR,3 wk ahead inc case,quantile,0.350,8696.97848044498,2021-03-29,2021-04-17
HR,3 wk ahead inc case,quantile,0.400,9321.818375520088,2021-03-29,2021-04-17
HR,3 wk ahead inc case,quantile,0.450,9926.358205218452,2021-03-29,2021-04-17
HR,3 wk ahead inc case,quantile,0.500,10521.313284314463,2021-03-29,2021-04-17
HR,3 wk ahead inc case,quantile,0.550,11116.268363410476,2021-03-29,2021-04-17
HR,3 wk ahead inc case,quantile,0.600,11720.808193108838,2021-03-29,2021-04-17
HR,3 wk ahead inc case,quantile,0.650,12345.648088183947,2021-03-29,2021-04-17
HR,3 wk ahead inc case,quantile,0.700,13004.135220609853,2021-03-29,2021-04-17
HR,3 wk ahead inc case,quantile,0.750,13714.746370306853,2021-03-29,2021-04-17
HR,3 wk ahead inc case,quantile,0.800,14506.045583632786,2021-03-29,2021-04-17
HR,3 wk ahead inc case,quantile,0.850,15428.401459449098,2021-03-29,2021-04-17
HR,3 wk ahead inc case,quantile,0.900,16588.935764308742,2021-03-29,2021-04-17
HR,3 wk ahead inc case,quantile,0.950,18309.02242651327,2021-03-29,2021-04-17
HR,3 wk ahead inc case,quantile,0.975,19800.941082608093,2021-03-29,2021-04-17
HR,3 wk ahead inc case,quantile,0.990,21535.618940301632,2021-03-29,2021-04-17
HR,4 wk ahead inc case,point,NA,7950.533376423296,2021-03-29,2021-04-24
HR,4 wk ahead inc case,quantile,0.010,-6846.03175776317,2021-03-29,2021-04-24
HR,4 wk ahead inc case,quantile,0.025,-4515.673884115342,2021-03-29,2021-04-24
HR,4 wk ahead inc case,quantile,0.050,-2511.437551903582,2021-03-29,2021-04-24
HR,4 wk ahead inc case,quantile,0.100,-200.68141995260248,2021-03-29,2021-04-24
HR,4 wk ahead inc case,quantile,0.150,1358.3747719353742,2021-03-29,2021-04-24
HR,4 wk ahead inc case,quantile,0.200,2597.463210160895,2021-03-29,2021-04-24
HR,4 wk ahead inc case,quantile,0.250,3660.490759631809,2021-03-29,2021-04-24
HR,4 wk ahead inc case,quantile,0.300,4615.122353304281,2021-03-29,2021-04-24
HR,4 wk ahead inc case,quantile,0.350,5499.73079338941,2021-03-29,2021-04-24
HR,4 wk ahead inc case,quantile,0.400,6339.137696982232,2021-03-29,2021-04-24
HR,4 wk ahead inc case,quantile,0.450,7151.27359058524,2021-03-29,2021-04-24
HR,4 wk ahead inc case,quantile,0.500,7950.533376423296,2021-03-29,2021-04-24
HR,4 wk ahead inc case,quantile,0.550,8749.793162261354,2021-03-29,2021-04-24
HR,4 wk ahead inc case,quantile,0.600,9561.92905586436,2021-03-29,2021-04-24
HR,4 wk ahead inc case,quantile,0.650,10401.335959457183,2021-03-29,2021-04-24
HR,4 wk ahead inc case,quantile,0.700,11285.94439954231,2021-03-29,2021-04-24
HR,4 wk ahead inc case,quantile,0.750,12240.575993214785,2021-03-29,2021-04-24
HR,4 wk ahead inc case,quantile,0.800,13303.603542685698,2021-03-29,2021-04-24
HR,4 wk ahead inc case,quantile,0.850,14542.691980911219,2021-03-29,2021-04-24
HR,4 wk ahead inc case,quantile,0.900,16101.748172799194,2021-03-29,2021-04-24
HR,4 wk ahead inc case,quantile,0.950,18412.50430475017,2021-03-29,2021-04-24
HR,4 wk ahead inc case,quantile,0.975,20416.74063696193,2021-03-29,2021-04-24
HR,4 wk ahead inc case,quantile,0.990,22747.098510609765,2021-03-29,2021-04-24
