location,target,type,quantile,value,forecast_date,target_end_date
HR,3 wk ahead inc case,quantile,0.025,504.37893857017843,2021-03-15,2021-04-03
HR,3 wk ahead inc case,quantile,0.050,1110.403859265377,2021-03-15,2021-04-03
HR,3 wk ahead inc case,quantile,0.100,1809.1117806341927,2021-03-15,2021-04-03
HR,3 wk ahead inc case,quantile,0.150,2280.5266980584333,2021-03-15,2021-04-03
HR,3 wk ahead inc case,quantile,0.200,2655.1923302702235,2021-03-15,2021-04-03
HR,3 wk ahead inc case,quantile,0.250,2976.622081847472,2021-03-15,2021-04-03
HR,3 wk ahead inc case,quantile,0.300,3265.275932967943,2021-03-15,2021-04-03
HR,3 wk ahead inc case,quantile,0.350,3532.756744054373,2021-03-15,2021-04-03
HR,3 wk ahead inc case,quantile,0.400,3786.5698767698495,2021-03-15,2021-04-03
HR,3 wk ahead inc case,quantile,0.450,4032.137020027527,2021-03-15,2021-04-03
HR,3 wk ahead inc case,quantile,0.500,4273.810789005083,2021-03-15,2021-04-03
HR,3 wk ahead inc case,quantile,0.550,4515.48455798264,2021-03-15,2021-04-03
HR,3 wk ahead inc case,quantile,0.600,4761.051701240317,2021-03-15,2021-04-03
HR,3 wk ahead inc case,quantile,0.650,5014.864833955793,2021-03-15,2021-04-03
HR,3 wk ahead inc case,quantile,0.700,5282.345645042223,2021-03-15,2021-04-03
HR,3 wk ahead inc case,quantile,0.750,5570.999496162694,2021-03-15,2021-04-03
HR,3 wk ahead inc case,quantile,0.800,5892.429247739943,2021-03-15,2021-04-03
HR,3 wk ahead inc case,quantile,0.850,6267.094879951734,2021-03-15,2021-04-03
HR,3 wk ahead inc case,quantile,0.900,6738.509797375974,2021-03-15,2021-04-03
HR,3 wk ahead inc case,quantile,0.950,7437.217718744789,2021-03-15,2021-04-03
HR,3 wk ahead inc case,quantile,0.975,8043.242639439987,2021-03-15,2021-04-03
HR,3 wk ahead inc case,quantile,0.990,8747.877578379735,2021-03-15,2021-04-03
HR,4 wk ahead inc case,point,NA,3522.5759195422143,2021-03-15,2021-04-10
HR,4 wk ahead inc case,quantile,0.010,-3033.2136817173778,2021-03-15,2021-04-10
HR,4 wk ahead inc case,quantile,0.025,-2000.7216285464292,2021-03-15,2021-04-10
HR,4 wk ahead inc case,quantile,0.050,-1112.7215024345305,2021-03-15,2021-04-10
HR,4 wk ahead inc case,quantile,0.100,-88.91422800901364,2021-03-15,2021-04-10
HR,4 wk ahead inc case,quantile,0.150,601.8436795099419,2021-03-15,2021-04-10
HR,4 wk ahead inc case,quantile,0.200,1150.8361669347255,2021-03-15,2021-04-10
HR,4 wk ahead inc case,quantile,0.250,1621.8228379272055,2021-03-15,2021-04-10
HR,4 wk ahead inc case,quantile,0.300,2044.7834249334658,2021-03-15,2021-04-10
HR,4 wk ahead inc case,quantile,0.350,2436.7194425229563,2021-03-15,2021-04-10
HR,4 wk ahead inc case,quantile,0.400,2808.6283957086575,2021-03-15,2021-04-10
HR,4 wk ahead inc case,quantile,0.450,3168.454611983074,2021-03-15,2021-04-10
HR,4 wk ahead inc case,quantile,0.500,3522.5759195422143,2021-03-15,2021-04-10
HR,4 wk ahead inc case,quantile,0.550,3876.697227101355,2021-03-15,2021-04-10
HR,4 wk ahead inc case,quantile,0.600,4236.5234433757705,2021-03-15,2021-04-10
HR,4 wk ahead inc case,quantile,0.650,4608.432396561472,2021-03-15,2021-04-10
HR,4 wk ahead inc case,quantile,0.700,5000.368414150962,2021-03-15,2021-04-10
HR,4 wk ahead inc case,quantile,0.750,5423.329001157223,2021-03-15,2021-04-10
HR,4 wk ahead inc case,quantile,0.800,5894.3156721497035,2021-03-15,2021-04-10
HR,4 wk ahead inc case,quantile,0.850,6443.308159574486,2021-03-15,2021-04-10
HR,4 wk ahead inc case,quantile,0.900,7134.066067093442,2021-03-15,2021-04-10
HR,4 wk ahead inc case,quantile,0.950,8157.873341518957,2021-03-15,2021-04-10
HR,4 wk ahead inc case,quantile,0.975,9045.873467630856,2021-03-15,2021-04-10
HR,4 wk ahead inc case,quantile,0.990,10078.365520801806,2021-03-15,2021-04-10
