location,target,type,quantile,value,forecast_date,target_end_date
HR,4 wk ahead inc case,quantile,0.050,-1949.6040085538816,2021-03-22,2021-04-17
HR,4 wk ahead inc case,quantile,0.100,-155.78699159185817,2021-03-22,2021-04-17
HR,4 wk ahead inc case,quantile,0.150,1054.4928335870236,2021-03-22,2021-04-17
HR,4 wk ahead inc case,quantile,0.200,2016.3848719879797,2021-03-22,2021-04-17
HR,4 wk ahead inc case,quantile,0.250,2841.6025924448672,2021-03-22,2021-04-17
HR,4 wk ahead inc case,quantile,0.300,3582.6736098409965,2021-03-22,2021-04-17
HR,4 wk ahead inc case,quantile,0.350,4269.386349117888,2021-03-22,2021-04-17
HR,4 wk ahead inc case,quantile,0.400,4921.00958490647,2021-03-22,2021-04-17
HR,4 wk ahead inc case,quantile,0.450,5551.462606706193,2021-03-22,2021-04-17
HR,4 wk ahead inc case,quantile,0.500,6171.920034032904,2021-03-22,2021-04-17
HR,4 wk ahead inc case,quantile,0.550,6792.377461359616,2021-03-22,2021-04-17
HR,4 wk ahead inc case,quantile,0.600,7422.830483159339,2021-03-22,2021-04-17
HR,4 wk ahead inc case,quantile,0.650,8074.453718947921,2021-03-22,2021-04-17
HR,4 wk ahead inc case,quantile,0.700,8761.16645822481,2021-03-22,2021-04-17
HR,4 wk ahead inc case,quantile,0.750,9502.237475620941,2021-03-22,2021-04-17
HR,4 wk ahead inc case,quantile,0.800,10327.45519607783,2021-03-22,2021-04-17
HR,4 wk ahead inc case,quantile,0.850,11289.347234478784,2021-03-22,2021-04-17
HR,4 wk ahead inc case,quantile,0.900,12499.627059657667,2021-03-22,2021-04-17
HR,4 wk ahead inc case,quantile,0.950,14293.444076619686,2021-03-22,2021-04-17
HR,4 wk ahead inc case,quantile,0.975,15849.312819765479,2021-03-22,2021-04-17
HR,4 wk ahead inc case,quantile,0.990,17658.346473970923,2021-03-22,2021-04-17
