location,target,type,quantile,value,forecast_date,target_end_date
HR,2 wk ahead inc case,quantile,0.350,11047.140998590363,2021-04-12,2021-04-24
HR,2 wk ahead inc case,quantile,0.400,11363.07373920831,2021-04-12,2021-04-24
HR,2 wk ahead inc case,quantile,0.450,11668.742322015994,2021-04-12,2021-04-24
HR,2 wk ahead inc case,quantile,0.500,11969.564644926051,2021-04-12,2021-04-24
HR,2 wk ahead inc case,quantile,0.550,12270.386967836108,2021-04-12,2021-04-24
HR,2 wk ahead inc case,quantile,0.600,12576.055550643792,2021-04-12,2021-04-24
HR,2 wk ahead inc case,quantile,0.650,12891.98829126174,2021-04-12,2021-04-24
HR,2 wk ahead inc case,quantile,0.700,13224.933812264302,2021-04-12,2021-04-24
HR,2 wk ahead inc case,quantile,0.750,13584.234378388455,2021-04-12,2021-04-24
HR,2 wk ahead inc case,quantile,0.800,13984.332597284732,2021-04-12,2021-04-24
HR,2 wk ahead inc case,quantile,0.850,14450.695936067199,2021-04-12,2021-04-24
HR,2 wk ahead inc case,quantile,0.900,15037.487506844507,2021-04-12,2021-04-24
HR,2 wk ahead inc case,quantile,0.950,15907.201008773396,2021-04-12,2021-04-24
HR,2 wk ahead inc case,quantile,0.975,16661.547767861855,2021-04-12,2021-04-24
HR,2 wk ahead inc case,quantile,0.990,17538.638897909677,2021-04-12,2021-04-24
HR,3 wk ahead inc case,point,NA,9198.065914610008,2021-04-12,2021-05-01
HR,3 wk ahead inc case,quantile,0.010,-430.98957397322374,2021-04-12,2021-05-01
HR,3 wk ahead inc case,quantile,0.025,1085.5208505825158,2021-04-12,2021-05-01
HR,3 wk ahead inc case,quantile,0.050,2389.803478346763,2021-04-12,2021-05-01
HR,3 wk ahead inc case,quantile,0.100,3893.5578168271104,2021-04-12,2021-05-01
HR,3 wk ahead inc case,quantile,0.150,4908.133729910061,2021-04-12,2021-05-01
HR,3 wk ahead inc case,quantile,0.200,5714.486502917434,2021-04-12,2021-05-01
HR,3 wk ahead inc case,quantile,0.250,6406.265383145428,2021-04-12,2021-05-01
HR,3 wk ahead inc case,quantile,0.300,7027.504197915278,2021-04-12,2021-05-01
HR,3 wk ahead inc case,quantile,0.350,7603.174542890722,2021-04-12,2021-05-01
HR,3 wk ahead inc case,quantile,0.400,8149.429405346644,2021-04-12,2021-05-01
HR,3 wk ahead inc case,quantile,0.450,8677.93730652877,2021-04-12,2021-05-01
HR,3 wk ahead inc case,quantile,0.500,9198.065914610008,2021-04-12,2021-05-01
HR,3 wk ahead inc case,quantile,0.550,9718.194522691247,2021-04-12,2021-05-01
HR,3 wk ahead inc case,quantile,0.600,10246.702423873372,2021-04-12,2021-05-01
HR,3 wk ahead inc case,quantile,0.650,10792.957286329294,2021-04-12,2021-05-01
HR,3 wk ahead inc case,quantile,0.700,11368.627631304736,2021-04-12,2021-05-01
HR,3 wk ahead inc case,quantile,0.750,11989.866446074588,2021-04-12,2021-05-01
HR,3 wk ahead inc case,quantile,0.800,12681.645326302581,2021-04-12,2021-05-01
HR,3 wk ahead inc case,quantile,0.850,13487.998099309954,2021-04-12,2021-05-01
HR,3 wk ahead inc case,quantile,0.900,14502.574012392906,2021-04-12,2021-05-01
HR,3 wk ahead inc case,quantile,0.950,16006.32835087325,2021-04-12,2021-05-01
HR,3 wk ahead inc case,quantile,0.975,17310.6109786375,2021-04-12,2021-05-01
HR,3 wk ahead inc case,quantile,0.990,18827.12140319324,2021-04-12,2021-05-01
HR,4 wk ahead inc case,point,NA,6480.042677344769,2021-04-12,2021-05-08
HR,4 wk ahead inc case,quantile,0.010,-5579.824127563168,2021-04-12,2021-05-08
HR,4 wk ahead inc case,quantile,0.025,-3680.477535357837,2021-04-12,2021-05-08
HR,4 wk ahead inc case,quantile,0.050,-2046.9346831599323,2021-04-12,2021-05-08
HR,4 wk ahead inc case,quantile,0.100,-163.5643930128408,2021-04-12,2021-05-08
HR,4 wk ahead inc case,quantile,0.150,1107.1366004288875,2021-04-12,2021-05-08
HR,4 wk ahead inc case,quantile,0.200,2117.049467975142,2021-04-12,2021-05-08
HR,4 wk ahead inc case,quantile,0.250,2983.4647839829913,2021-04-12,2021-05-08
HR,4 wk ahead inc case,quantile,0.300,3761.5325154491024,2021-04-12,2021-05-08
HR,4 wk ahead inc case,quantile,0.350,4482.528223924424,2021-04-12,2021-05-08
HR,4 wk ahead inc case,quantile,0.400,5166.68264494345,2021-04-12,2021-05-08
HR,4 wk ahead inc case,quantile,0.450,5828.609964933966,2021-04-12,2021-05-08
HR,4 wk ahead inc case,quantile,0.500,6480.042677344769,2021-04-12,2021-05-08
HR,4 wk ahead inc case,quantile,0.550,7131.475389755573,2021-04-12,2021-05-08
HR,4 wk ahead inc case,quantile,0.600,7793.402709746088,2021-04-12,2021-05-08
HR,4 wk ahead inc case,quantile,0.650,8477.557130765113,2021-04-12,2021-05-08
HR,4 wk ahead inc case,quantile,0.700,9198.552839240434,2021-04-12,2021-05-08
HR,4 wk ahead inc case,quantile,0.750,9976.620570706546,2021-04-12,2021-05-08
HR,4 wk ahead inc case,quantile,0.800,10843.035886714397,2021-04-12,2021-05-08
HR,4 wk ahead inc case,quantile,0.850,11852.948754260651,2021-04-12,2021-05-08
HR,4 wk ahead inc case,quantile,0.900,13123.649747702379,2021-04-12,2021-05-08
HR,4 wk ahead inc case,quantile,0.950,15007.020037849466,2021-04-12,2021-05-08
HR,4 wk ahead inc case,quantile,0.975,16640.56289004737,2021-04-12,2021-05-08
HR,4 wk ahead inc case,quantile,0.990,18539.909482252704,2021-04-12,2021-05-08
