location,target,type,quantile,value,forecast_date,target_end_date
HR,3 wk ahead inc case,quantile,0.050,562.6559676440631,2021-02-08,2021-02-27
HR,3 wk ahead inc case,quantile,0.100,916.7002897328136,2021-02-08,2021-02-27
HR,3 wk ahead inc case,quantile,0.150,1155.5723130169035,2021-02-08,2021-02-27
HR,3 wk ahead inc case,quantile,0.200,1345.4202247258618,2021-02-08,2021-02-27
HR,3 wk ahead inc case,quantile,0.250,1508.292828593555,2021-02-08,2021-02-27
HR,3 wk ahead inc case,quantile,0.300,1654.557460656184,2021-02-08,2021-02-27
HR,3 wk ahead inc case,quantile,0.350,1790.0934400498636,2021-02-08,2021-02-27
HR,3 wk ahead inc case,quantile,0.400,1918.7038304021426,2021-02-08,2021-02-27
HR,3 wk ahead inc case,quantile,0.450,2043.135871463894,2021-02-08,2021-02-27
HR,3 wk ahead inc case,quantile,0.500,2165.5950895255246,2021-02-08,2021-02-27
HR,3 wk ahead inc case,quantile,0.550,2288.054307587155,2021-02-08,2021-02-27
HR,3 wk ahead inc case,quantile,0.600,2412.4863486489066,2021-02-08,2021-02-27
HR,3 wk ahead inc case,quantile,0.650,2541.0967390011856,2021-02-08,2021-02-27
HR,3 wk ahead inc case,quantile,0.700,2676.6327183948647,2021-02-08,2021-02-27
HR,3 wk ahead inc case,quantile,0.750,2822.897350457494,2021-02-08,2021-02-27
HR,3 wk ahead inc case,quantile,0.800,2985.7699543251874,2021-02-08,2021-02-27
HR,3 wk ahead inc case,quantile,0.850,3175.6178660341457,2021-02-08,2021-02-27
HR,3 wk ahead inc case,quantile,0.900,3414.4898893182353,2021-02-08,2021-02-27
HR,3 wk ahead inc case,quantile,0.950,3768.5342114069854,2021-02-08,2021-02-27
HR,3 wk ahead inc case,quantile,0.975,4075.614860780595,2021-02-08,2021-02-27
HR,3 wk ahead inc case,quantile,0.990,4432.662479173469,2021-02-08,2021-02-27
HR,4 wk ahead inc case,point,NA,2105.9650281423937,2021-02-08,2021-03-06
HR,4 wk ahead inc case,quantile,0.010,-1813.4007846763402,2021-02-08,2021-03-06
HR,4 wk ahead inc case,quantile,0.025,-1196.1274581455855,2021-02-08,2021-03-06
HR,4 wk ahead inc case,quantile,0.050,-665.2383436759878,2021-02-08,2021-03-06
HR,4 wk ahead inc case,quantile,0.100,-53.15719489605681,2021-02-08,2021-03-06
HR,4 wk ahead inc case,quantile,0.150,359.8110503239891,2021-02-08,2021-03-06
HR,4 wk ahead inc case,quantile,0.200,688.0251202650991,2021-02-08,2021-03-06
HR,4 wk ahead inc case,quantile,0.250,969.6035675396358,2021-02-08,2021-03-06
HR,4 wk ahead inc case,quantile,0.300,1222.4697157399337,2021-02-08,2021-03-06
HR,4 wk ahead inc case,quantile,0.350,1456.7878866369108,2021-02-08,2021-03-06
HR,4 wk ahead inc case,quantile,0.400,1679.132916794251,2021-02-08,2021-03-06
HR,4 wk ahead inc case,quantile,0.450,1894.2543066495482,2021-02-08,2021-03-06
HR,4 wk ahead inc case,quantile,0.500,2105.9650281423937,2021-02-08,2021-03-06
HR,4 wk ahead inc case,quantile,0.550,2317.6757496352398,2021-02-08,2021-03-06
HR,4 wk ahead inc case,quantile,0.600,2532.7971394905367,2021-02-08,2021-03-06
HR,4 wk ahead inc case,quantile,0.650,2755.1421696478765,2021-02-08,2021-03-06
HR,4 wk ahead inc case,quantile,0.700,2989.4603405448534,2021-02-08,2021-03-06
HR,4 wk ahead inc case,quantile,0.750,3242.3264887451514,2021-02-08,2021-03-06
HR,4 wk ahead inc case,quantile,0.800,3523.9049360196886,2021-02-08,2021-03-06
HR,4 wk ahead inc case,quantile,0.850,3852.1190059607984,2021-02-08,2021-03-06
HR,4 wk ahead inc case,quantile,0.900,4265.087251180845,2021-02-08,2021-03-06
HR,4 wk ahead inc case,quantile,0.950,4877.168399960774,2021-02-08,2021-03-06
HR,4 wk ahead inc case,quantile,0.975,5408.057514430373,2021-02-08,2021-03-06
HR,4 wk ahead inc case,quantile,0.990,6025.330840961127,2021-02-08,2021-03-06
